,Year,Engine,Power,Seats,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual
451,2014,1968.0,174.3,5.0,39.0,1,0,0,0,0
452,2011,1197.0,85.8,5.0,2.25,0,0,0,1,1
453,2010,1999.0,114.0,5.0,3.85,0,0,0,1,1
454,2015,2494.0,102.0,7.0,13.5,1,0,0,0,1
455,2016,793.0,47.0,5.0,3.5,1,0,0,0,1
456,2018,1248.0,88.5,5.0,8.92,1,0,0,0,1
457,2016,1968.0,181.0,5.0,20.37,1,0,0,0,0
458,2016,1995.0,190.0,5.0,36.5,1,0,0,0,0
459,2016,4134.0,335.2,7.0,48.91,1,0,0,0,0
460,2016,1197.0,81.83,5.0,7.2,0,0,0,1,1
461,2012,1461.0,108.45,5.0,5.99,1,0,0,0,1
462,2016,1120.0,71.0,5.0,5.25,1,0,0,0,1
463,2014,1498.0,89.84,5.0,6.5,1,0,0,0,1
464,2013,1198.0,73.9,5.0,4.4,0,0,0,1,1
465,2017,1120.0,70.0,5.0,4.6,1,0,0,0,1
466,2013,1248.0,88.8,5.0,2.95,1,0,0,0,1
467,2011,1497.0,118.0,5.0,3.26,0,0,0,1,1
468,2008,1086.0,62.1,5.0,2.22,0,0,0,1,1
469,2012,2494.0,100.0,7.0,10.5,1,0,0,0,1
470,2017,1248.0,88.5,5.0,8.26,1,0,0,0,1
471,2013,2982.0,169.0,7.0,14.45,1,0,0,0,1
473,2018,1950.0,191.34,5.0,51.43,0,0,0,1,0
474,2014,2148.0,170.0,5.0,23.0,1,0,0,0,1
475,2012,1968.0,108.49,5.0,5.5,1,0,0,0,1
476,2015,1197.0,82.0,5.0,4.5,0,0,0,1,1
477,2018,1196.0,86.8,5.0,6.8,0,0,0,1,1
478,2013,1395.0,138.02,5.0,8.75,0,0,0,1,1
479,2015,1461.0,83.8,5.0,7.0,1,0,0,0,1
480,2015,1999.0,177.0,5.0,33.5,1,0,0,0,0
481,2011,1399.0,68.0,5.0,2.25,1,0,0,0,1
482,2008,2953.0,156.0,7.0,4.24,1,0,0,0,0
483,2017,2982.0,168.5,7.0,28.42,1,0,0,0,1
484,2012,1199.0,73.9,5.0,2.75,1,0,0,0,1
485,2011,1248.0,73.94,5.0,3.0,1,0,0,0,1
486,2013,1461.0,63.1,5.0,3.55,1,0,0,0,1
487,2013,1582.0,126.32,5.0,4.8,1,0,0,0,1
488,2011,2497.0,150.0,5.0,13.5,0,0,0,1,0
489,2017,2987.0,258.0,7.0,56.0,1,0,0,0,0
490,2004,2354.0,187.4,5.0,3.99,0,0,0,1,0
491,2016,1582.0,126.2,5.0,15.5,1,0,0,0,0
492,2010,1086.0,68.05,5.0,2.32,0,0,0,1,1
493,2016,2143.0,136.0,5.0,18.58,1,0,0,0,0
494,2014,1373.0,93.7,7.0,5.5,0,0,0,1,1
495,2006,1896.0,66.0,5.0,3.2,1,0,0,0,1
496,2015,1198.0,86.7,5.0,4.0,0,0,0,1,1
497,2004,993.0,60.0,5.0,1.6,0,0,0,1,1
498,2013,1586.0,103.3,5.0,4.15,0,0,0,1,1
499,2014,1198.0,86.8,5.0,4.25,0,0,0,1,0
500,2011,998.0,67.1,5.0,2.6,0,0,0,1,1
501,2008,2362.0,164.7,5.0,3.43,0,0,0,1,0
502,2012,1199.0,79.4,5.0,2.55,0,0,0,1,1
503,2017,2982.0,168.5,7.0,32.0,1,0,0,0,0
504,2014,1498.0,89.84,5.0,6.25,1,0,0,0,1
505,2010,1248.0,75.0,5.0,3.6,1,0,0,0,1
506,2010,2987.0,282.0,5.0,18.5,1,0,0,0,0
507,2015,1497.0,117.3,7.0,4.25,0,0,0,1,1
508,2017,1197.0,82.0,5.0,4.8,0,0,0,1,1
509,2015,2179.0,140.0,7.0,13.0,1,0,0,0,0
510,2012,1598.0,105.0,5.0,2.25,0,0,0,1,1
511,2009,1086.0,62.1,5.0,2.3,0,0,0,1,1
512,2019,1591.0,121.3,5.0,13.56,0,0,0,1,1
513,2017,1997.0,120.0,7.0,12.25,1,0,0,0,1
514,2013,1598.0,103.5,5.0,3.76,1,0,0,0,1
515,2015,1461.0,108.45,5.0,8.58,1,0,0,0,1
516,2011,2993.0,245.0,5.0,27.5,1,0,0,0,0
517,2013,1496.0,88.73,5.0,4.95,0,0,0,1,1
518,2012,998.0,67.04,5.0,3.3,0,0,0,1,1
519,2016,1591.0,121.3,5.0,8.0,0,0,0,1,1
520,2014,998.0,67.04,5.0,2.79,0,0,0,1,1
521,2017,2179.0,187.7,5.0,45.64,1,0,0,0,0
522,2014,1199.0,76.8,5.0,2.55,0,0,0,1,1
523,2014,624.0,37.5,4.0,1.0,0,0,0,1,1
524,2017,1968.0,174.33,5.0,37.56,1,0,0,0,0
525,2009,2987.0,198.5,5.0,9.29,1,0,0,0,0
526,2019,1197.0,81.8,5.0,6.37,0,0,0,1,1
527,2013,1368.0,112.0,5.0,2.98,0,0,0,1,1
528,2017,1197.0,81.8,5.0,5.75,0,0,0,1,1
529,2010,2982.0,171.0,7.0,13.0,1,0,0,0,1
530,2014,1373.0,93.7,7.0,6.8,0,0,0,1,1
531,2010,1995.0,154.0,5.0,10.49,0,0,0,1,0
532,2014,1373.0,93.7,7.0,5.6,0,0,0,1,1
533,2010,1497.0,118.0,5.0,2.85,0,0,0,1,0
534,2013,2199.0,194.3,7.0,8.36,1,0,0,0,1
535,2005,1405.0,70.0,5.0,1.0,1,0,0,0,1
536,2010,2497.0,204.0,5.0,10.75,0,0,0,1,0
537,2011,1248.0,73.9,5.0,3.85,1,0,0,0,1
538,2012,1399.0,67.0,5.0,3.0,1,0,0,0,1
539,2015,1497.0,117.3,5.0,9.6,0,0,0,1,0
540,2012,2982.0,168.5,7.0,13.25,1,0,0,0,1
541,2016,1198.0,86.7,5.0,5.75,0,0,0,1,1
542,2014,1396.0,88.73,5.0,6.75,1,0,0,0,1
543,2013,1248.0,73.8,7.0,4.85,1,0,0,0,1
544,2019,1950.0,181.43,5.0,38.99,0,0,0,1,0
545,2009,1586.0,103.2,5.0,2.85,0,0,0,1,0
546,2012,2494.0,100.0,7.0,9.51,1,0,0,0,1
547,2012,1995.0,177.0,5.0,18.5,1,0,0,0,0
548,2015,1461.0,108.45,5.0,6.75,1,0,0,0,1
549,2017,1995.0,190.0,5.0,29.4,1,0,0,0,0
550,2009,1497.0,78.0,5.0,3.29,0,0,0,1,1
551,2016,1248.0,88.5,5.0,9.5,1,0,0,0,1
552,2010,1298.0,85.8,5.0,2.2,0,0,0,1,1
553,2012,2179.0,140.0,7.0,6.5,1,0,0,0,1
554,2007,1799.0,130.0,5.0,4.9,0,0,0,1,1
555,2013,1248.0,88.5,7.0,6.75,1,0,0,0,1
556,2013,1364.0,67.04,5.0,3.8,1,0,0,0,1
557,2013,1984.0,207.8,2.0,29.5,0,0,0,1,0
558,2017,1498.0,108.4,5.0,10.5,1,0,0,0,1
559,2015,1498.0,88.8,5.0,6.2,1,0,0,0,1
560,2009,1896.0,105.0,5.0,5.0,1,0,0,0,0
561,2007,1461.0,65.0,5.0,2.3,1,0,0,0,1
562,2016,2755.0,171.5,7.0,17.0,1,0,0,0,0
563,2014,1995.0,184.0,5.0,25.5,1,0,0,0,0
564,2015,1498.0,98.6,5.0,5.65,1,0,0,0,1
565,2015,1498.0,98.6,5.0,5.6,1,0,0,0,1
566,2015,2179.0,187.7,5.0,29.98,1,0,0,0,0
567,2016,1248.0,74.0,5.0,7.39,1,0,0,0,1
568,2018,1956.0,170.0,5.0,19.0,1,0,0,0,1
569,2010,1794.0,132.0,5.0,5.0,0,0,0,1,1
570,2011,1497.0,118.0,5.0,3.35,0,0,0,1,1
571,2013,1197.0,85.8,5.0,4.45,0,0,0,1,1
572,2019,1582.0,126.32,5.0,8.31,1,0,0,0,0
573,2012,2523.0,62.1,7.0,6.0,1,0,0,0,1
574,2014,1248.0,74.0,5.0,5.25,1,0,0,0,1
576,2012,1968.0,174.33,5.0,12.3,1,0,0,0,0
577,2004,1299.0,70.0,5.0,1.5,0,0,0,1,1
578,2018,1498.0,88.0,5.0,8.12,1,0,0,0,1
579,2012,2523.0,63.0,7.0,6.12,1,0,0,0,1
580,2017,1498.0,98.6,5.0,10.88,1,0,0,0,1
581,2014,1199.0,82.5,5.0,3.5,0,0,0,1,1
582,2016,1197.0,81.83,5.0,6.15,0,0,0,1,1
583,2016,1995.0,184.0,5.0,33.0,1,0,0,0,0
584,2012,1995.0,177.0,5.0,13.5,1,0,0,0,0
585,2015,2982.0,168.5,7.0,17.11,1,0,0,0,0
586,2014,4134.0,335.2,7.0,29.77,1,0,0,0,0
587,2013,1248.0,88.76,7.0,5.95,1,0,0,0,1
588,2015,1197.0,80.0,5.0,5.75,0,0,0,1,1
589,2006,3498.0,364.9,5.0,19.0,0,0,0,1,0
590,2014,1461.0,83.8,5.0,4.75,1,0,0,0,1
591,2013,1493.0,100.0,7.0,3.3,1,0,0,0,1
592,2013,2982.0,168.5,7.0,16.5,1,0,0,0,0
593,2014,2993.0,258.0,7.0,44.0,1,0,0,0,0
594,2011,1248.0,73.9,5.0,4.39,1,0,0,0,1
595,2018,1248.0,74.0,5.0,6.2,1,0,0,0,1
596,2016,1984.0,177.01,5.0,24.22,0,0,0,1,0
597,2008,2835.0,107.2,6.0,5.45,1,0,0,0,1
598,2016,2179.0,187.7,5.0,44.0,1,0,0,0,0
599,2019,2755.0,171.5,7.0,24.82,1,0,0,0,0
600,2015,1968.0,141.0,5.0,11.69,1,0,0,0,0
601,2018,1798.0,138.03,5.0,20.0,0,0,0,1,0
602,2010,796.0,35.0,8.0,1.45,0,0,0,1,1
603,2018,2143.0,170.0,5.0,48.5,1,0,0,0,0
604,2016,1498.0,108.5,5.0,9.45,1,0,0,0,0
605,2015,2179.0,140.0,7.0,12.5,1,0,0,0,1
606,2014,1461.0,83.8,5.0,6.9,1,0,0,0,1
607,2012,1582.0,126.32,5.0,5.8,1,0,0,0,1
608,2016,2993.0,258.0,5.0,44.56,1,0,0,0,0
609,2015,2179.0,120.0,7.0,8.5,1,0,0,0,1
610,2017,1582.0,126.2,5.0,10.7,1,0,0,0,1
611,2009,2967.0,241.4,7.0,12.0,1,0,0,0,0
612,2010,1150.0,76.0,5.0,2.44,0,0,0,1,1
613,2000,2523.0,63.0,7.0,1.95,1,0,0,0,1
614,2014,1197.0,82.0,5.0,4.35,0,0,0,1,1
615,2017,2393.0,147.8,8.0,17.5,1,0,0,0,1
616,2015,814.0,55.2,5.0,2.9,0,0,0,1,1
617,2013,1199.0,73.9,5.0,2.9,1,0,0,0,1
618,2016,1248.0,88.5,5.0,8.9,1,0,0,0,1
619,2013,1995.0,184.0,5.0,16.75,1,0,0,0,0
620,2016,814.0,55.2,5.0,3.95,0,0,0,1,1
621,2009,1497.0,118.0,5.0,2.1,0,0,0,1,1
622,2011,2354.0,177.6,5.0,4.29,0,0,0,1,1
623,2009,2498.0,112.0,8.0,3.85,1,0,0,0,1
624,2009,1995.0,170.0,5.0,9.0,1,0,0,0,0
625,2013,1497.0,116.3,5.0,4.5,0,0,0,1,1
626,2016,2179.0,140.0,7.0,12.46,1,0,0,0,1
627,2014,1396.0,88.76,5.0,4.65,1,0,0,0,1
628,2014,2982.0,168.5,7.0,20.5,1,0,0,0,1
629,2006,2523.0,63.0,8.0,2.9,1,0,0,0,1
630,2007,1298.0,85.0,5.0,1.45,0,0,0,1,1
632,2016,1496.0,113.98,5.0,29.5,1,0,0,0,0
633,2015,1968.0,174.33,5.0,25.0,1,0,0,0,0
634,2013,1197.0,80.0,5.0,3.5,0,0,0,1,1
635,2017,2179.0,154.0,7.0,11.25,1,0,0,0,1
636,2017,1498.0,98.6,7.0,10.79,1,0,0,0,1
637,2013,1968.0,138.03,5.0,5.9,1,0,0,0,1
638,2017,1197.0,81.86,5.0,5.12,0,0,0,1,1
639,2017,1197.0,81.8,5.0,5.7,0,0,0,1,1
640,2016,1995.0,190.0,5.0,35.84,1,0,0,0,0
641,2007,1299.0,70.0,5.0,1.25,0,0,0,1,1
642,2013,1197.0,78.9,5.0,2.65,0,0,0,1,1
643,2016,1582.0,126.3,5.0,9.19,1,0,0,0,1
644,2014,1995.0,181.0,5.0,23.5,1,0,0,0,0
645,2011,1796.0,185.0,5.0,12.5,0,0,0,1,0
646,2010,1199.0,79.4,5.0,1.5,0,0,0,1,1
649,2012,2179.0,140.0,7.0,8.1,1,0,0,0,1
650,2017,1248.0,88.5,5.0,9.75,1,0,0,0,1
651,2017,2143.0,201.15,5.0,37.93,1,0,0,0,0
652,2005,1497.0,78.0,5.0,1.96,0,0,0,1,0
653,2015,2982.0,169.0,7.0,20.5,1,0,0,0,0
654,2011,998.0,67.1,5.0,2.75,0,0,0,1,1
655,2017,1999.0,237.4,5.0,75.0,0,0,0,1,0
656,2009,1396.0,90.0,5.0,2.8,1,0,0,0,1
657,2017,1497.0,117.3,7.0,9.25,0,0,0,1,0
658,2007,1794.0,125.0,5.0,3.0,0,0,0,1,1
659,2014,1968.0,174.33,5.0,23.89,1,0,0,0,0
660,2014,2494.0,100.6,7.0,12.75,1,0,0,0,1
661,2014,1120.0,70.0,5.0,4.15,1,0,0,0,1
662,2013,1598.0,105.0,5.0,4.65,0,0,0,1,0
663,2012,2494.0,102.0,7.0,8.9,1,0,0,0,1
664,2008,1493.0,110.0,5.0,1.5,1,0,0,0,1
665,2015,1248.0,73.94,5.0,3.27,1,0,0,0,1
666,2008,2967.0,241.4,7.0,18.0,1,0,0,0,0
667,2016,1197.0,81.83,5.0,6.3,0,0,0,1,1
668,2017,1248.0,88.5,5.0,11.31,1,0,0,0,1
669,2014,1497.0,117.3,5.0,6.16,0,0,0,1,1
670,2014,1373.0,91.1,5.0,6.0,0,0,0,1,1
671,2013,1498.0,99.6,5.0,5.43,0,0,0,1,0
672,2012,1199.0,73.9,5.0,4.65,1,0,0,0,1
673,2015,1248.0,88.8,7.0,7.5,1,0,0,0,1
674,2015,1248.0,74.0,5.0,6.25,1,0,0,0,1
675,2007,2143.0,170.0,5.0,9.25,1,0,0,0,0
676,2013,1198.0,86.8,5.0,3.15,0,0,0,1,1
677,2008,1086.0,66.7,5.0,2.3,0,0,0,1,1
678,2012,1582.0,126.32,5.0,5.25,1,0,0,0,1
679,2017,1248.0,88.5,5.0,7.4,1,0,0,0,1
680,2006,1299.0,70.0,5.0,1.55,0,0,0,1,1
681,2017,1199.0,74.0,5.0,6.0,0,0,0,1,1
682,2016,1199.0,88.7,5.0,5.9,0,0,0,1,1
683,2013,1498.0,98.6,5.0,4.7,1,0,0,0,1
684,2015,1396.0,88.73,5.0,6.5,1,0,0,0,1
685,2012,1248.0,73.9,5.0,3.55,1,0,0,0,1
686,2014,1497.0,116.3,5.0,7.1,0,0,0,1,1
687,2010,1798.0,160.0,5.0,6.0,0,0,0,1,1
688,2017,1248.0,88.5,5.0,7.99,1,0,0,0,1
689,2009,1197.0,80.0,5.0,4.1,0,0,0,1,1
690,2017,998.0,67.1,5.0,3.95,0,0,0,1,0
691,2016,814.0,55.2,5.0,4.38,0,0,0,1,1
692,2011,1197.0,78.9,5.0,2.75,0,0,0,1,1
693,2016,3498.0,306.0,2.0,55.54,0,0,0,1,0
694,2014,1968.0,187.74,5.0,29.0,1,0,0,0,0
695,2013,1498.0,98.59,5.0,6.6,1,0,0,0,1
696,2012,1968.0,140.0,5.0,6.99,1,0,0,0,0
697,2017,2393.0,147.8,7.0,18.75,1,0,0,0,1
698,2010,1399.0,68.0,5.0,1.28,1,0,0,0,1
699,2006,1399.0,92.7,5.0,1.2,0,0,0,1,1
700,2013,1197.0,85.8,5.0,4.31,0,0,0,1,1
701,2011,2179.0,147.51,5.0,16.5,1,0,0,0,0
702,2017,1197.0,82.0,5.0,5.64,0,0,0,1,1
703,2017,3198.0,197.2,7.0,31.12,1,0,0,0,0
704,2013,1968.0,167.6,5.0,25.46,1,0,0,0,0
705,2017,1591.0,121.3,5.0,7.88,0,0,0,1,1
706,2017,2143.0,204.0,5.0,36.0,1,0,0,0,0
707,2014,2987.0,165.0,5.0,30.0,1,0,0,0,0
708,2008,1298.0,85.8,5.0,2.85,0,0,0,1,1
709,2011,1343.0,90.0,5.0,3.5,0,0,0,1,1
710,2014,1461.0,83.8,5.0,7.5,1,0,0,0,1
711,2012,2143.0,170.0,5.0,19.0,1,0,0,0,0
712,2015,2993.0,258.0,5.0,54.0,1,0,0,0,0
713,2015,1197.0,82.0,5.0,4.7,0,0,0,1,1
714,2017,1197.0,81.8,5.0,8.5,0,0,0,1,0
715,2013,1995.0,181.0,4.0,17.0,1,0,0,0,0
716,2017,796.0,47.3,5.0,3.51,0,0,0,1,1
717,2013,1968.0,174.33,5.0,19.5,1,0,0,0,0
718,2012,1598.0,181.0,4.0,17.0,0,0,0,1,0
719,2015,2967.0,241.4,7.0,43.35,1,0,0,0,0
720,2012,936.0,57.6,5.0,2.65,1,0,0,0,1
721,2015,998.0,67.04,5.0,3.52,0,0,0,1,1
722,2016,1461.0,108.5,5.0,6.25,1,0,0,0,1
723,2015,1995.0,184.0,5.0,24.75,1,0,0,0,0
724,2015,1197.0,83.14,5.0,5.25,0,0,0,1,1
725,2016,1968.0,108.5,5.0,11.0,1,0,0,0,1
726,2018,1499.0,110.4,5.0,9.1,0,0,0,1,0
727,2010,1197.0,80.0,5.0,3.25,0,0,0,1,1
728,2017,1248.0,88.5,5.0,8.5,1,0,0,0,1
729,2010,1599.0,103.2,5.0,3.1,0,0,0,1,1
730,2015,1995.0,184.0,5.0,19.86,1,0,0,0,0
731,2017,1186.0,73.97,5.0,4.9,1,0,0,0,1
732,2014,1497.0,117.3,5.0,5.7,0,0,0,1,1
734,2012,1248.0,74.0,5.0,2.9,1,0,0,0,1
735,2018,1248.0,74.0,5.0,7.83,1,0,0,0,1
736,2015,2179.0,138.1,7.0,8.15,1,0,0,0,1
737,2008,1495.0,94.0,5.0,2.0,0,0,0,1,1
738,2016,1248.0,74.0,5.0,6.25,1,0,0,0,1
740,2016,624.0,37.48,4.0,3.19,0,0,0,1,0
741,2017,1248.0,88.5,7.0,7.75,1,0,0,0,1
742,2014,998.0,67.04,5.0,3.2,0,0,0,1,0
743,2015,1248.0,74.0,5.0,4.9,1,0,0,0,1
744,2012,1598.0,103.6,5.0,3.8,0,0,0,1,1
745,2009,1896.0,105.0,5.0,4.0,1,0,0,0,0
746,2014,1496.0,113.98,5.0,23.5,1,0,0,0,0
747,2008,1396.0,53.5,5.0,1.15,1,0,0,0,1
750,2015,1497.0,117.3,5.0,10.65,0,0,0,1,0
751,2016,2179.0,187.7,5.0,35.68,1,0,0,0,0
752,2017,2143.0,204.0,5.0,31.94,1,0,0,0,0
753,2011,1991.0,147.9,5.0,4.2,1,0,0,0,1
754,2015,2179.0,140.0,7.0,9.9,1,0,0,0,1
755,2014,1796.0,186.0,5.0,15.46,0,0,0,1,0
756,2018,1199.0,88.7,5.0,8.46,0,0,0,1,1
757,2013,1496.0,88.73,5.0,3.25,0,0,0,1,1
758,2012,796.0,46.3,5.0,2.6,0,0,0,1,1
759,2016,1197.0,81.8,5.0,5.2,0,0,0,1,1
760,2009,998.0,66.1,5.0,1.8,0,0,0,1,1
761,2011,624.0,37.48,4.0,1.6,0,0,0,1,1
762,2015,1498.0,99.0,5.0,2.5,1,0,0,0,1
763,2011,1368.0,90.0,5.0,2.5,0,0,0,1,1
764,2017,1196.0,86.8,5.0,6.7,0,0,0,1,1
765,2005,1590.0,94.0,5.0,1.2,0,0,0,1,1
766,2016,1995.0,184.0,5.0,35.55,1,0,0,0,0
767,2017,1998.0,163.7,5.0,7.75,1,0,0,0,1
768,2005,2609.0,116.6,8.0,1.94,1,0,0,0,1
769,2016,1396.0,69.0,5.0,2.2,1,0,0,0,1
770,2011,1991.0,147.9,4.0,3.8,1,0,0,0,0
771,2016,2494.0,102.0,8.0,15.65,1,0,0,0,1
772,2018,2143.0,167.62,5.0,39.47,1,0,0,0,0
773,2011,1197.0,85.8,5.0,1.5,0,0,0,1,1
774,2013,2494.0,102.0,8.0,8.85,1,0,0,0,1
775,2013,2982.0,168.5,7.0,17.9,1,0,0,0,1
776,2014,1197.0,78.9,5.0,5.08,0,0,0,1,0
777,2012,1582.0,126.32,5.0,6.25,1,0,0,0,1
778,2015,1968.0,174.33,5.0,22.75,1,0,0,0,0
779,2010,1199.0,79.4,5.0,1.46,0,0,0,1,1
780,2007,1399.0,68.0,5.0,2.05,1,0,0,0,1
781,2014,1399.0,68.0,5.0,4.08,1,0,0,0,1
782,2014,998.0,67.04,5.0,4.55,0,0,0,1,0
783,2013,2143.0,107.3,5.0,14.0,1,0,0,0,0
784,2016,1591.0,121.3,5.0,10.9,0,0,0,1,1
785,2010,998.0,67.1,5.0,2.45,0,0,0,1,1
786,2013,2148.0,170.0,5.0,15.8,1,0,0,0,0
787,2017,1499.0,110.4,5.0,8.25,0,0,0,1,1
788,2013,1995.0,148.0,5.0,8.5,1,0,0,0,0
789,2016,2179.0,140.0,7.0,15.54,1,0,0,0,1
790,2013,796.0,34.2,8.0,2.35,0,0,0,1,1
791,2015,998.0,67.04,5.0,4.32,0,0,0,1,1
792,2008,2499.0,141.0,7.0,3.9,1,0,0,0,1
793,2011,1582.0,126.32,5.0,5.2,1,0,0,0,1
794,2018,1197.0,81.83,5.0,5.85,0,0,0,1,1
795,2013,1373.0,93.7,7.0,6.25,0,0,0,1,1
796,2019,2179.0,155.0,7.0,17.63,1,0,0,0,0
797,2017,1248.0,88.5,5.0,9.75,1,0,0,0,1
798,2015,3498.0,306.0,2.0,55.0,0,0,0,1,0
799,2011,1199.0,73.9,5.0,4.1,1,0,0,0,1
800,2011,2982.0,168.5,7.0,11.99,1,0,0,0,1
801,2017,2179.0,140.0,7.0,13.54,1,0,0,0,1
802,2016,2143.0,201.15,5.0,56.0,1,0,0,0,0
803,2016,1199.0,88.7,5.0,6.5,0,0,0,1,1
804,2013,1248.0,74.0,5.0,4.75,1,0,0,0,1
805,2014,1591.0,121.3,5.0,5.6,0,0,0,1,1
806,2017,3198.0,197.0,7.0,29.2,1,0,0,0,0
807,2018,1197.0,81.83,5.0,6.35,0,0,0,1,1
808,2013,1497.0,116.3,5.0,4.95,0,0,0,1,1
809,2018,1498.0,98.6,5.0,8.5,1,0,0,0,1
810,2013,1591.0,121.3,5.0,4.5,0,0,0,1,1
811,2015,1498.0,98.6,7.0,5.5,1,0,0,0,1
812,2013,1248.0,88.8,7.0,6.56,1,0,0,0,1
813,2014,998.0,67.1,5.0,2.3,0,0,0,1,1
814,2004,2446.0,75.0,10.0,3.5,1,0,0,0,1
815,2016,1197.0,78.9,5.0,4.55,0,0,0,1,1
816,2009,1896.0,105.0,5.0,7.75,1,0,0,0,0
817,2015,1197.0,81.83,5.0,5.25,0,0,0,1,1
818,2013,2993.0,235.0,5.0,23.29,1,0,0,0,0
819,2016,1995.0,190.0,5.0,23.99,1,0,0,0,0
820,2010,1399.0,92.7,5.0,1.79,0,0,0,1,1
821,2011,2143.0,203.0,5.0,13.9,1,0,0,0,0
822,2013,1968.0,174.33,5.0,18.95,1,0,0,0,0
823,2014,998.0,67.04,5.0,2.49,0,0,0,1,1
824,2016,799.0,53.3,5.0,3.15,0,0,0,1,1
825,2017,1498.0,108.62,5.0,6.45,1,0,0,0,1
826,2013,1199.0,73.9,5.0,4.25,1,0,0,0,1
827,2014,796.0,47.3,5.0,2.75,0,0,0,1,1
828,2017,1197.0,81.83,5.0,7.14,0,0,0,1,1
830,2012,1197.0,80.0,5.0,3.5,0,0,0,1,1
831,2017,1396.0,88.73,5.0,7.3,1,0,0,0,1
832,2014,998.0,67.04,5.0,2.75,0,0,0,1,1
833,2017,1396.0,88.73,5.0,8.2,1,0,0,0,1
834,2015,1197.0,103.6,5.0,6.51,0,0,0,1,0
835,2015,1399.0,68.05,5.0,4.25,1,0,0,0,1
836,2014,1197.0,85.8,5.0,6.21,0,0,0,1,1
837,2016,1120.0,70.0,5.0,4.58,1,0,0,0,1
838,2016,2179.0,118.3,7.0,7.5,1,0,0,0,1
839,2012,796.0,38.4,5.0,2.1,0,0,0,0,1
840,2014,1086.0,68.05,5.0,4.09,0,0,0,1,1
841,2014,1968.0,141.0,5.0,10.75,1,0,0,0,0
842,2014,2993.0,258.0,7.0,41.5,1,0,0,0,0
843,2014,998.0,67.04,5.0,4.4,0,0,0,1,0
844,2013,1598.0,103.6,5.0,6.25,1,0,0,0,1
845,2011,1995.0,181.0,5.0,10.5,1,0,0,0,0
846,2014,1248.0,88.8,7.0,7.25,1,0,0,0,1
847,2013,1399.0,68.05,5.0,3.2,1,0,0,0,1
848,2014,1198.0,74.0,5.0,3.95,0,0,0,1,1
849,2009,2967.0,241.38,5.0,12.07,1,0,0,0,0
850,2017,2393.0,147.8,7.0,18.6,1,0,0,0,1
851,2013,1582.0,126.3,5.0,5.7,1,0,0,0,0
852,2013,1086.0,62.1,5.0,1.75,0,0,0,1,1
853,2011,1968.0,147.51,5.0,10.99,1,0,0,0,0
854,2012,1968.0,147.51,5.0,14.5,1,0,0,0,0
855,2009,1896.0,105.0,5.0,3.11,1,0,0,0,1
856,2015,1997.0,153.86,5.0,13.96,0,0,0,1,0
857,2015,1582.0,126.32,5.0,7.11,1,0,0,0,1
858,2014,1498.0,98.6,7.0,6.9,1,0,0,0,1
859,2018,1197.0,81.83,5.0,7.77,0,0,0,1,1
860,2011,2494.0,102.0,8.0,5.5,1,0,0,0,1
861,2014,1197.0,81.83,5.0,5.35,0,0,0,1,1
862,2011,2523.0,63.0,7.0,4.5,1,0,0,0,1
863,2014,1498.0,103.2,5.0,4.75,1,0,0,0,1
864,2015,2179.0,187.7,5.0,32.8,1,0,0,0,0
865,2005,993.0,60.0,5.0,0.7,0,0,0,1,1
866,2018,2987.0,258.0,5.0,50.29,1,0,0,0,0
867,2010,2982.0,171.0,7.0,10.99,1,0,0,0,1
868,2015,1197.0,82.0,5.0,5.57,0,0,0,1,0
869,2018,1186.0,73.97,5.0,5.9,1,0,0,0,1
870,2016,1591.0,121.3,5.0,9.43,0,0,0,1,1
871,2010,1197.0,78.9,5.0,2.9,0,0,0,1,1
872,2016,1198.0,86.8,5.0,3.68,0,0,0,1,1
873,2015,2982.0,168.5,7.0,21.67,1,0,0,0,0
874,2011,1968.0,140.0,5.0,12.5,1,0,0,0,0
875,2018,2755.0,171.5,7.0,19.92,1,0,0,0,0
876,2014,1498.0,98.6,5.0,6.75,1,0,0,0,1
877,2015,1498.0,98.6,5.0,6.96,1,0,0,0,1
878,2017,999.0,67.0,5.0,3.25,0,0,0,1,1
879,2018,1248.0,74.0,5.0,8.65,1,0,0,0,1
880,2017,998.0,67.04,5.0,5.0,0,0,0,1,0
881,2011,2179.0,140.0,7.0,5.5,1,0,0,0,1
882,2010,1197.0,78.9,5.0,2.6,0,0,0,1,1
883,2014,1086.0,68.05,5.0,3.41,0,0,0,1,1
884,2011,1197.0,81.8,5.0,2.7,0,0,0,1,1
885,2008,1995.0,163.5,5.0,5.5,0,0,0,1,0
886,2012,1984.0,226.6,4.0,35.0,0,0,0,1,0
887,2011,1991.0,184.0,5.0,9.75,0,0,0,1,0
888,2013,1461.0,84.8,5.0,4.25,1,0,0,0,1
889,2015,998.0,67.1,5.0,3.2,0,0,0,1,1
890,2014,1248.0,74.0,5.0,6.85,1,0,0,0,1
891,2015,1498.0,98.6,5.0,4.5,1,0,0,0,1
892,2012,1248.0,74.0,5.0,3.55,1,0,0,0,1
893,2010,1495.0,93.7,5.0,1.9,0,0,0,0,1
894,2008,2609.0,120.0,7.0,3.6,1,0,0,0,1
895,2015,2143.0,201.1,5.0,21.8,1,0,0,0,0
896,2012,2982.0,168.5,7.0,13.5,1,0,0,0,1
